0;307134,4888912676;340136,94496007607;362982,88178579166
1;302901,75168877176;326595,88566160906;350826,5593349091
2;295738,53594344604;316312,6441143939;345305,88601057633
3;290355,9765863376;309637,3277896811;338061,58694352314
4;284857,4442423977;303874,62317655754;332299,69906182453
5;280390,7081898669;297699,4827623456;320319,18858109275
6;274698,58842782135;292175,3722047781;317552,2450870094
7;270484,95377174666;287479,7262336445;307966,3135900074
8;266665,38728813716;284067,06222502893;304460,16488197196
9;261054,18534619425;280534,64105834207;300485,9927003086
10;257296,01682195775;276856,9259590546;299434,951424957
11;250495,40230351815;270069,3207141015;293033,32793031057
12;250070,38032423903;263314,7515895651;286066,76504694956
13;249697,99903722448;259900,78099905982;282631,17193264875
14;246226,202644461;256238,3612111165;272856,6799942059
15;246226,202644461;252392,2016289787;268276,0304093678
16;243362,1619148819;251087,14629974746;271101,48510072025
17;238618,1575430892;249703,64838784552;269580,31518850254
18;235643,50637480995;246584,60252499257;261494,20849487485
19;233949,91640463326;243809,03648616213;262899,5871237683
20;233526,78040271736;241105,42565636762;263045,03471637826
21;227302,12294964652;239995,79755940486;263336,73813090427
22;227770,02328667618;237441,91891389634;252380,26196499073
23;222362,79935394877;234262,7065872248;248116,27504843436
24;222362,79935394877;232054,59528234665;252438,47264746125
25;220510,975777544;229476,64333942957;243196,05698963735
26;219829,96871996383;228359,12014361162;247880,99928549878
27;219493,67203794178;226654,3912056296;248789,86516916828
28;217970,02218872902;224646,93415549543;248081,76489478463
29;211127,51610467045;223145,6696922203;236198,10760917762
30;211127,51610467045;221182,48665659185;239362,66944818283
31;208830,60640859976;219257,87708723926;232130,32558449675
32;209213,50676231307;217400,0079439507;234678,59090646615
33;207565,6326609635;214325,18013681457;230752,07741817948
34;205442,5857674318;212175,51527286292;233490,86508587596
35;202908,72804568757;210868,3048410021;224354,0028288654
36;200206,63615821186;209470,82634193503;234512,00949100955
37;196399,9923377475;206888,7397973023;220004,4486415878
38;196733,43509654028;204179,6104379037;216844,22484222104
39;195087,33833653634;202052,58921720358;217843,30914532157
40;193278,3582310281;200758,91028244537;212472,57114882075
41;193278,3582310281;198958,51838884485;211928,62552461599
42;189598,02074190223;197425,51330724676;215631,5856545881
43;190254,46003816096;195790,55223206885;206755,2504074792
44;190044,5021787083;194967,5574054384;207410,02081190786
45;188774,65144897788;194186,87807749156;206352,7318993478
46;187484,63501141782;192996,6181691653;204743,95891650594
47;187337,65475215652;192164,96596247598;203691,276909858
48;185506,18532650167;191214,52740953732;201633,76264584262
49;185076,89536035873;190739,39050935075;208407,74808139354
50;184380,91525095465;189901,25434069132;204888,04107599784
51;183376,79664960297;188327,5975953942;200205,6044375969
52;181582,26105761484;187284,89382104416;198847,47449652938
53;180379,62696674012;186480,17274323874;198041,9784253364
54;178780,10214304822;184269,36435355135;193661,9721496057
55;178780,10214304822;183178,54436151084;191027,2200397753
56;178933,6892502561;183055,83080350084;191388,73156751634
57;177933,82223679847;181960,77679986286;193358,8175757892
58;177455,20936949184;181172,68591689374;188629,4801739404
59;176983,3199185921;180509,40401528732;190584,21914235505
60;176983,3199185921;180332,38635480008;187875,00158881486
61;173257,8583739207;179677,5654811091;192328,10548882728
62;173257,8583739207;179040,0992202917;187696,27953708416
63;172808,38721121577;177940,83990863978;187419,75538798957
64;171519,4383941109;176499,29804929302;186254,03819865407
65;170523,9494153759;175264,71130257228;185939,59740106357
66;170063,83350407518;174239,83012340014;184078,0003918374
67;169899,8021646007;174192,17278867748;182591,53704169867
68;168877,6149195673;172923,43618329059;182161,8100395897
69;168877,6149195673;171792,5810765724;185018,333764431
70;168053,405876346;170389,35826609135;178012,05381140922
71;165455,64713139366;170105,20057923745;178126,39036901185
72;164974,38063262514;168923,86641006416;177563,73468649137
73;164974,38063262514;168247,59350745345;179202,55249359162
74;161098,50954331504;167662,34138308847;172898,99009099754
75;161098,50954331504;166113,48676863135;173324,19187182718
76;158652,61230269313;164650,81128299743;172611,5950668546
77;156006,9173946192;162985,79457988922;171149,6051688834
78;156006,9173946192;161026,92458771478;167801,89821754553
79;155282,03668679815;159820,26273892692;166159,65757726732
80;154551,6895026234;157991,8094325576;166074,1936530469
81;154081,90908986842;156775,45236927413;164221,41833037027
82;153217,10447353407;157356,69198800242;164854,8206270417
83;151915,52872503182;156111,28993540627;163004,24449427868
84;152945,75993804415;156174,78568864503;164366,1677316868
85;152335,53044925793;155601,3282964174;163391,2052551231
86;150230,39503947602;155429,39507440047;166515,82019642717
87;150230,39503947602;155032,86189171762;166270,73428385565
88;150230,39503947602;153975,72968940015;164042,62024083373
